Human gene	Ensembl ID	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
GRIK2	ENSG00000164418	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	2.45156526894668	1.63771425667033	3.14154020739612	-1.309092199	-0.210859454	0.99841	1	0	0	1	1
GRIK3	ENSG00000163873	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	1.6033701997736	2.84018468687178	2.26509130241697	-0.37918606	1.571368082	0.99998	1	0	0	1	0
GRIK4	ENSG00000149403	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	-0.778744422616872	1.56019441580174	2.26779019083384	-0.0284620504712684	-0.0769070168466188	0.11126	0	0	0	1	0
GRIK5	ENSG00000105737	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	0.962286943195214	1.11191131282064	1.98715780958507	0.19430894	1.435530331	0.99425	1	0	0	1	0
GRIN1	ENSG00000176884	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; CaM-bd_C0_NMDA_rcpt_NR1; Glu/Gly-bd; Peripla_BP_I	0	3.69095897202305	4.5554700884063	6.48838076146192	-0.019488721	0.707298294	0.97629	0	1	0	1	1
GRIN2A	ENSG00000183454	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; NMDAR2_C; Glu/Gly-bd; Peripla_BP_I	0	3.98203267204402	6.39336676902982	1.96685290745365	-1.493458875	-1.93524831	0.99998	1	0	0	1	1
GRIN2B	ENSG00000273079	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; NMDAR2_C; Glu/Gly-bd; Peripla_BP_I	0	3.92746967021603	4.55566004365896	1.69903442063434	-0.0284620504712684	-0.0769070168466188	1	1	0	0	1	1
GRIN2C	ENSG00000161509	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; NMDAR2_C; Glu/Gly-bd; Peripla_BP_I	0	-4.88732295888271	-5.98765009778154	3.77707534774816	-0.0284620504712684	-0.0769070168466188	2.3053e-07	0	0	0	0	0
GRIN2D	ENSG00000105464	Iontro_rcpt_C; Iono_Glu_rcpt_met; ANF_lig-bd_rcpt; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	0.397645141080083	1.90992861060461	1.26344925222997	-0.529320078	0.165214773	0.99996	1	0	0	0	1
GRIN3A	ENSG00000198785	Iontro_rcpt_C; Iono_Glu_rcpt_met; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	4.42138944368966	1.25462332434362	0.411566645452774	-0.594887726	0.039155312	0.45327	0	0	0	0	0
GRIN3B	ENSG00000116032	Iontro_rcpt_C; Iono_Glu_rcpt_met; Ionotropic_Glu_rcpt; Glu/Gly-bd; Peripla_BP_I	0	-0.320965284142147	0.058871208049893	-0.413222792178068	-0.0284620504712684	-0.0769070168466188	2.0223e-07	0	0	0	0	0
GRINA	ENSG00000178719	Bax_inhibitor_1-related	0	-0.320965284142147	-0.10369935246956	-0.253480998894259	0.173148181	0.224302634	0.44203	0	0	0	0	0
GRIP1	ENSG00000155974	PDZ; PDZ_sf; PDZ_6; GRIP1/2	0	3.97431953936665	2.42848299967542	-0.0809980603200359	-0.658970354	0.230496624	0.50828	0	0	1	1	1
GRIP2	ENSG00000144596	PDZ; PDZ_sf; PDZ_6; GRIP1/2	0	4.0081448404073	1.77561951854897	0.255662533837651	-1.346645318	-1.141548074	NA	0	0	0	0	0
GRIPAP1	ENSG00000068400	GRIPAP1	0	0.655332555939701	0.813072392961051	0.180880448572355	0.093036315	0.606264208	0.99998	1	0	0	0	0
GRK1	ENSG00000185974	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; Ser/Thr_kinase_AS; Kinase-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; GRK1_dom; RGS_subdomain_2	0	-0.320965284142147	0.0188461277866073	0.0816491929683437	-0.0284620504712684	-0.0769070168466188	3.0677e-05	0	0	0	0	0
GRK2	ENSG00000173020	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; PH_domain; Ser/Thr_kinase_AS; Kinase-like_dom_sf; PH-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; RGS_subdomain_2	0	-0.320965284142147	-0.26384866756404	-0.341987623114903	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GRK3	ENSG00000100077	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; PH_domain; Ser/Thr_kinase_AS; Kinase-like_dom_sf; PH-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; RGS_subdomain_2	0	-0.320965284142147	-0.26384866756404	0.627437037651855	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GRK4	ENSG00000125388	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; Ser/Thr_kinase_AS; Kinase-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; RGS_subdomain_2	0	0.433337870217137	-1.96794946224402	0.522407868754738	-0.615655368	0.451374209	1.6286e-15	0	0	0	1	0
GRK5	ENSG00000198873	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; Kinase-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; RGS_subdomain_2	0	-0.82696473744357	-1.56393246359156	-1.79426371040348	-0.07284693	-0.068230654	0.67567	0	0	1	0	0
GRK6	ENSG00000198055	RGS; RGS_sf; RGS_subdomain_2; GPCR_kinase; Prot_kinase_dom; Kinase-like_dom_sf; Protein_kinase_ATP_BS; AGC-kinase_C; Ser/Thr_kinase_AS	0	-0.320965284142147	0.812581571804424	-0.751522355020193	-0.061962409	0.154127754	0.00048726	0	0	0	0	0
GRK7	ENSG00000114124	GPCR_kinase; Prot_kinase_dom; AGC-kinase_C; Ser/Thr_kinase_AS; Kinase-like_dom_sf; RGS; Protein_kinase_ATP_BS; RGS_sf; RGS_subdomain_2	0	-1.04690680858856	-0.26384866756404	-0.0401218451902278	-0.0284620504712684	-0.0769070168466188	1.9791e-08	0	0	0	0	0
GRM1	ENSG00000152822	GPCR_3_mtglu_rcpt; GPCR_3; GPCR_3_mGluR1; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Metabotropic_Glu_rcpt_Homer-bd; Peripla_BP_I; GPCR_3_9-Cys_sf	0	3.9405039732791	5.46059170113534	1.56726337881209	-0.030743661	0.430460465	0.14279	0	0	0	0	1
GRM2	ENSG00000164082	GPCR_3_mtglu_rcpt; GPCR_3; GPCR_3_mGluR2; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GPCR_3_9-Cys_sf	0	2.65021491059416	4.34188096879248	1.07339274461255	0.031883296	-0.003567323	0.12019	0	0	0	0	0
GRM3	ENSG00000198822	GPCR_3_mtglu_rcpt; GPCR_3; GPCR_3_mGluR3; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GPCR_3_9-Cys_sf	0	-1.67203773585541	-3.04528898989798	4.77614935008009	-1.300754316	-0.43855084	0.78458	0	0	1	0	0
GRM4	ENSG00000124493	GPCR_3_mtglu_rcpt; GPCR_3; GPCR_3_mGluR4; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GPCR_3_9-Cys_sf	0	2.97733644552643	2.67151689202004	1.38987294641423	-0.633270063	0.781171507	0.99307	1	0	0	0	0
GRM5	ENSG00000168959	GPCR_3_mtglu_rcpt; GPCR_3_mGluR5; GPCR_3; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Metabotropic_Glu_rcpt_Homer-bd; Peripla_BP_I; GPCR_3_9-Cys_sf	0	2.49479673277864	4.16758978686262	0.706194566046843	-0.0284620504712684	-0.0769070168466188	0.99872	1	0	0	1	0
GRM6	ENSG00000113262	GPCR_3__mGluR6; GPCR_3_mtglu_rcpt; GPCR_3; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GPCR_3_9-Cys_sf	0	-0.320965284142147	0.0702149569046511	0.0574219869552071	-0.272172044	0.453365393	4.4632e-17	0	0	0	0	1
GRM7	ENSG00000196277	GPCR_3_mtglu_rcpt; ANF_lig-bd_rcpt; Peripla_BP_I; GPCR_3; GPCR_3_mGluR7; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; GPCR_3_9-Cys_sf	0	1.31569033313862	2.3474567155994	1.40105262935069	-0.145560603	1.208464762	0.99896	1	0	0	1	0
GRM8	ENSG00000179603	GPCR_3_mGluR8; GPCR_3_mtglu_rcpt; GPCR_3; ANF_lig-bd_rcpt; GPCR_3_9-Cys_dom; GPCR_3_C; GPCR_3_CS; Peripla_BP_I; GPCR_3_9-Cys_sf	0	2.20544863529934	4.06239363122938	0.753865609305335	-0.325488987	-0.669625015	4.5334e-07	0	0	0	0	0
GRP	ENSG00000134443	Bombesin	0	-0.320965284142147	3.53892582353519	1.31553724860879	-0.0284620504712684	-0.0769070168466188	0.0025347	0	0	0	0	0
GRPEL1	ENSG00000109519	GrpE; GrpE_head; GrpE_coiled_coil	0	0.352011913448117	0.70785199176231	-0.49870449179806	0.665885157	-0.477107185	0.13916	0	0	0	0	0
GRPEL2	ENSG00000164284	GrpE_coiled_coil; GrpE; GrpE_head	0	0.50921537278202	1.03597346972957	-0.631937777330935	-0.075163251	-0.231584318	0.00035876	0	0	0	0	0
GRPR	ENSG00000126010	GPCR_Rhodpsn; Bombsn_rcpt-like; Gastrin_pep_rcpt; GPCR_Rhodpsn_7TM	0	-0.320965284142147	3.31483777642604	-0.0569183764376386	0.518236105	-0.117815162	0.22444	0	0	0	0	0
GRTP1	ENSG00000139835	Rab-GTPase-TBC_dom; Rab-GTPase_TBC_sf	0	-2.09692652863085	-1.93414453822424	-1.97400489771158	0.10300738	0.380731006	4.0399e-13	0	0	0	0	0
GRXCR1	ENSG00000215203	Glutaredoxin; Thioredoxin-like_sf; GRXCR1	0	-0.552654819520852	0.104709438634078	0	-0.0284620504712684	-0.0769070168466188	3.9439e-11	0	0	0	0	0
GRXCR2	ENSG00000204928	GRXCR2; HSP_DnaJ_Cys-rich_dom_sf	0	-0.320965284142147	0.920220455122637	0	-0.0284620504712684	-0.0769070168466188	1.0145e-07	0	0	0	0	0
GSAP	ENSG00000186088	GSAP_fam; GSAP_C_dom	0	-0.397123241461929	-4.55022722190295	-0.83040003901576	-0.0284620504712684	-0.0769070168466188	2.5479e-23	0	0	0	0	0
GSC	ENSG00000133937	Homeobox_dom; Homeobox-like_sf; Homeobox_CS	0	-0.320965284142147	0.000133476013722077	-0.363933583162849	-0.0284620504712684	-0.0769070168466188	0.013852	0	0	0	0	0
GSC2	ENSG00000063515	Homeobox_dom; Homeobox-like_sf; Homeobox_CS	0	-0.320965284142147	0.00862088098645438	0	-0.0284620504712684	-0.0769070168466188	0.0044347	0	0	0	0	0
GSDMA	ENSG00000167914	Gasdermin; Gasdermin_pore; Gasdermin_PUB	0	-0.320965284142147	0.0550725976552477	-0.282536399349975	-0.0284620504712684	-0.0769070168466188	1.619e-16	0	0	0	0	0
GSDMB	ENSG00000073605	Gasdermin; Gasdermin_pore; Gasdermin_PUB	0	0.895479421121948	-0.26384866756404	-0.931295363984219	-0.563650399	1.029901016	3.3446e-07	0	0	0	0	0
GSDMC	ENSG00000147697	Gasdermin; Gasdermin_pore; Gasdermin_PUB	0	-0.750944075718784	0.444611617767976	0.0630289784550355	-0.0284620504712684	-0.0769070168466188	8.0925e-14	0	0	0	0	0
GSDMD	ENSG00000104518	Gasdermin; Gasdermin_pore; Gasdermin_PUB	0	-0.320965284142147	-4.52867823801862	-2.90843123322458	-0.0284620504712684	-0.0769070168466188	1.0789e-13	0	0	0	0	0
GSDME	ENSG00000105928	Gasdermin_pore; Gasdermin_PUB; GSDME	0	-0.320965284142147	-0.26384866756404	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GSE1	ENSG00000131149	GSE-like; GSE1	0	0.430168592551468	0.0256559457359682	-1.71668594466711	0.144707512	0.373622238	1	1	0	0	0	0
GSG1	ENSG00000111305	GSG-1	0	0.699664479641843	-0.349259787768102	0.425434312519902	0.186059467	1.029292307	0.0010401	0	0	0	0	0
GSG1L	ENSG00000169181	GSG-1; PMP22/EMP/MP20/Claudin	0	-0.320965284142147	3.10458974946654	2.80821128199873	-0.0284620504712684	-0.0769070168466188	0.7676	0	0	1	0	0
GSG1L2	ENSG00000214978	GSG-1	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GSK3A	ENSG00000105723	Prot_kinase_dom; Ser/Thr_kinase_AS; Kinase-like_dom_sf; Protein_kinase_ATP_BS; STKc_GSK3	0	-0.320965284142147	1.50906896019119	-0.0476347229579188	-0.150572069	0.381397641	0.9997	1	0	0	0	0
GSK3B	ENSG00000082701	Prot_kinase_dom; Ser/Thr_kinase_AS; Kinase-like_dom_sf; Protein_kinase_ATP_BS; STKc_GSK3	0	-0.320965284142147	-0.235887763065541	-0.303275135691165	0.292638525	0.335959416	0.95571	0	1	0	0	0
GSKIP	ENSG00000100744	GSKIP_dom; GSKIP_dom_sf; GSKIP	0	0.396750024891079	1.13428343200633	0.0599698273861913	0.107706756	0.179555967	0.3822	0	0	0	0	0
GSN	ENSG00000148180	Villin/Gelsolin; Gelsolin-like_dom; ADF-H/Gelsolin-like_dom_sf	0	-4.52394761468462	-4.49332828640603	-2.52120916992707	-0.442152995	-1.450358902	3.8905e-11	0	0	0	0	0
GSR	ENSG00000104687	Pyr_nuc-diS_OxRdtase; Pyr_nucl-diS_OxRdtase_dimer; Glutathione_Rdtase_euk/bac; Pyr_OxRdtase_I_AS; FAD/NAD-linked_Rdtase_dimer_sf; FAD/NAD-binding_dom; FAD/NAD-bd_sf; GSHR/TRXR-like	0	-0.320965284142147	0.27122840664483	-0.947464248838976	0.311844324	-0.383599846	1.2922e-06	0	0	0	0	0
GSS	ENSG00000100983	GSH_synth_subst-bd; Glutathione_synthase; Glutathione_synthase_a-hlx; Glutathione_synthase_N_euk; Glutathione_synthase_C_euk; PreATP-grasp_dom_sf; GSH-S_sub-bd_sf	0	0.343052950201131	-0.189992693279414	-0.573509922795139	0.30527213	-1.001350519	1.7584e-06	0	0	0	0	1
GSTA1	ENSG00000243955	GST_alpha; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.320965284142147	0.00102006673719819	-0.447026930008731	-0.0284620504712684	-0.0769070168466188	1.7305e-06	0	0	0	0	0
GSTA2	ENSG00000244067	GST_alpha; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.320965284142147	0.0914429737808413	0	-0.0284620504712684	-0.0769070168466188	2.5611e-07	0	0	0	0	0
GSTA3	ENSG00000174156	GST_alpha; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.320965284142147	0.151729586870506	0	-0.0284620504712684	-0.0769070168466188	0.0012851	0	0	0	0	0
GSTA4	ENSG00000170899	GST_alpha; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	0.788165192160616	-1.11671965150795	0.249478361701478	-0.274729449	0.891423685	0.010958	0	0	0	0	0
GSTA5	ENSG00000182793	GST_alpha; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf	0	-0.320965284142147	-0.26384866756404	0	-0.0284620504712684	-0.0769070168466188	1.7989e-11	0	0	0	0	0
GSTCD	ENSG00000138780	Glutathione-S-Trfase_C-like; Methyltranfer_dom; SAM-dependent_MTases_sf; Glutathione-S-Trfase_C_sf	0	0.323360122632217	-0.323606401582087	-0.526279096173222	-0.825227322	-1.735152084	1.4216e-07	0	0	0	0	0
GSTK1	ENSG00000197448	DSBA-like_thioredoxin_dom; Thioredoxin-like_sf; HCCAis_GSTk; GSTK	0	-0.320965284142147	-4.81208564295704	-1.76044794454342	-0.227384131	-0.685082649	1.9374e-06	0	0	0	0	0
GSTM1	ENSG00000134184	GST_mu; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.320965284142147	-6.84707733710744	-0.765255504836978	-0.0284620504712684	-0.0769070168466188	0.0020641	0	0	0	1	0
GSTM2	ENSG00000213366	GST_mu; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-3.17654854565589	-5.07067313521119	-1.28598712829416	-0.423423875	-0.522759622	3.3913e-07	0	0	0	0	0
GSTM3	ENSG00000134202	GST_mu; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.278866095425061	-0.381869874933784	0.107379791379305	0.057674651	-0.034634249	4.3638e-07	0	0	0	0	0
GSTM4	ENSG00000168765	GST_mu; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-1.05323328579246	-0.241488767826735	-0.409871058712101	-0.53300972	-1.031880199	1.3834e-08	0	0	0	0	0
GSTM5	ENSG00000134201	GST_mu; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-0.320965284142147	-2.51506632087621	1.18522869676245	-0.0284620504712684	-0.0769070168466188	1.1942e-07	0	0	0	0	0
GSTO1	ENSG00000148834	Glutathione_S-Trfase_N; GST_C; GST_omega; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Omega/Tau-like; Glutathione_S-Trfase	0	-0.320965284142147	1.50999429608681	-0.527424245899294	0.041866717	-1.275406641	5.0916e-09	0	0	0	0	0
GSTO2	ENSG00000065621	Glutathione_S-Trfase_N; GST_omega; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	0.415286204847123	-1.58564663767018	0.383870150472038	-0.402489995	-0.415780962	2.6125e-09	0	0	0	0	0
GSTP1	ENSG00000084207	GST_pi; Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase	0	-1.60289020640984	-0.608416966458225	-1.56990097844345	0.488772634	-0.535450111	0.014155	0	0	0	0	0
GSTT2	ENSG00000099984		0	-0.320965284142147	-2.70496355752781	-0.118630182013808	-0.0284620504712684	-0.0769070168466188	0.014962	0	0	0	0	0
GSTT2B	ENSG00000133433	Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; GST_N_Theta; GST_C_Theta; Glutathione_S-Trfase	0	-0.320965284142147	-0.26384866756404	-0.594742452668416	-0.0284620504712684	-0.0769070168466188	0.72219	0	0	1	0	0
GSTT4	ENSG00000276950	Glutathione_S-Trfase_N; GST_C; Glutathione-S-Trfase_C-like; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; GST_C_Theta; Glutathione_S-Trfase	0	-0.320965284142147	0.153319642624657	-0.255127599050345	-0.0284620504712684	-0.0769070168466188	NA	0	0	0	0	0
GSTZ1	ENSG00000100577	Glutathione_S-Trfase_N; GST_C; GST_Zeta; Glutathione-S-Trfase_C-like; GST_Zeta_C; Thioredoxin-like_sf; Glutathione-S-Trfase_C_sf; Glutathione_S-Trfase; GST_Zeta_N	0	-0.320965284142147	-0.593443645824687	-0.493196428346629	0.209371729	-0.197979622	5.5058e-11	0	0	0	0	0
GSX1	ENSG00000169840	Homeobox_dom; Homeobox-like_sf; Homeobox_CS; Homeobox_metazoa; GSH1/2	0	-0.320965284142147	-1.56549242390903	0.23237464506462	-0.0284620504712684	-0.0769070168466188	0.044024	0	0	0	0	0
GSX2	ENSG00000180613	Homeobox_dom; Homeobox-like_sf; Homeobox_CS; Homeobox_metazoa; GSH1/2	0	-0.320965284142147	0.851345516380144	0.390395847841809	-0.0284620504712684	-0.0769070168466188	0.25702	0	0	0	0	1
GTDC1	ENSG00000121964	Glyco_trans_1; GlycosylTrfase_1_N	0	-0.320965284142147	0.775164757671166	0.876984917887471	-0.647597969	-0.884607714	1.0127e-12	0	0	0	0	0
GTF2A1	ENSG00000165417	TFIIA_asu/bsu; TFIIA_b-brl	0	0.355015364523743	-0.500407371533599	-0.365753661879511	-0.242201131	-0.050713729	0.99038	1	0	0	0	0
GTF2A1L	ENSG00000242441	TFIIA_asu/bsu; TFIIA_b-brl	0	-0.320965284142147	0.42623133104303	-1.25118531891126	-0.0284620504712684	-0.0769070168466188	2.7752e-11	0	0	0	0	0
GTF2A2	ENSG00000140307	TFIIA_gsu; TFIIA_a-hlx; TFIIA_b-brl; TFIIA_gsu_C; TFIIA_gsu_N	0	-0.320965284142147	-0.197897981653659	-0.574993880413104	0.429041837	0.145571349	0.026061	0	0	0	0	0
GTF2B	ENSG00000137947	TFIIB; Znf_TFIIB; TFIIB_cyclin; Cyclin-like_dom; TFIIB_CS; Cyclin-like_sf	0	-0.456784393176556	0.240672841839124	-0.89687463918019	0.024630138	-0.051730357	0.00011548	0	0	0	0	0
GTF2E1	ENSG00000153767	TFIIE/TFIIEa_HTH; TFIIEa/SarR/Rpc3_HTH_dom; TFE; TFIIE_asu; WH-like_DNA-bd_sf; Znf_RING/FYVE/PHD; Znf_TFIIB; TFIIE_asu_C	0	-0.642898003233547	-0.162180626074118	-0.654239275598229	0.517866084	0.084103518	0.89247	0	0	1	0	0
GTF2F2	ENSG00000188342	TFIIF_beta; TFIIF_interaction; WH-like_DNA-bd_sf; WH_DNA-bd_sf; TFIIF_beta_HTH; TFIIF_beta_N	0	-0.789232427904932	-0.0590272980962281	-0.490280402659366	0.053830895	-0.149681543	0.00020055	0	0	0	0	0
GTF2H1	ENSG00000110768	BSD_dom; PH-like_dom_sf; TFIIH_BTF_p62_N; Tfb1/GTF2H1; BSD_dom_sf	0	0.331236391031193	0.455172245485739	-0.955826606374938	-0.201985722	-0.05987995	0.98982	0	1	0	0	0
GTF2H2	ENSG00000145736	VWF_A; TFIIH_C1-like_dom; Ssl1-like; TFIIH_SSL1/p44; Znf_RING/FYVE/PHD; Znf_C2H2_type; vWFA_dom_sf; C1-like_sf	0	-0.320965284142147	-0.517555559855854	-0.555225546293626	-0.0284620504712684	-0.0769070168466188	0.015519	0	0	0	0	0
GTF2H2C	ENSG00000183474	VWF_A; TFIIH_C1-like_dom; Ssl1-like; TFIIH_SSL1/p44; Znf_RING/FYVE/PHD; Znf_C2H2_type; vWFA_dom_sf; C1-like_sf	0	-0.320965284142147	-0.26384866756404	-0.547679527644283	-0.0284620504712684	-0.0769070168466188	0.021887	0	0	0	0	0
GTF2H3	ENSG00000111358	TFIIH_Tfb4/GTF2H3; vWFA_dom_sf	0	0.408564841326697	-0.385124825354286	-0.422240787093612	0.090015328	-0.322981819	3.0414e-08	0	0	0	0	0
GTF2H4	ENSG00000213780	TFIIH_p52/Tfb2; Tfb2_C	0	-0.320965284142147	0.359227602682081	-1.1304398219691	-0.158301713	-0.278742641	4.2353e-07	0	0	0	0	0
GTF2H5	ENSG00000272047	TFIIH_TTDA/Tfb5; TFB5-like_sf	0	-0.320965284142147	1.07707341084898	0.229785793715422	0.192109536	0.2141257	0.045238	0	0	0	0	1
GTF2I	ENSG00000263001	HTH_CenpB_DNA-bd_dom; HTH_Psq; Homeobox-like_sf; WH-like_DNA-bd_sf; GTF2I; TF_II-I; GTF2I-like_rpt_sf; GTF2IRD2	0	-0.599413798854003	-0.442949947684395	-1.01620313704929	-0.344973518	-0.63032636	0.99592	1	0	0	1	0
GTF2IRD1	ENSG00000006704	GTF2I; TF_II-I; GTF2I-like_rpt_sf	0	-0.578409744472168	-0.656620057964479	-1.09002054174338	-0.188330234	0.6658691	0.90039	0	1	0	0	0
GTF2IRD2	ENSG00000196275	GTF2I; RNaseH-like_sf; GTF2I-like_rpt_sf; GTF2IRD2; HTH_CenpB_DNA-bd_dom; HTH_Psq; Homeobox-like_sf	0	-1.90452131477	0.721853448153871	-0.839786662503425	-0.0284620504712684	-0.0769070168466188	3.1521e-08	0	0	0	0	0
GTF2IRD2B	ENSG00000174428	GTF2I; HTH_CenpB_DNA-bd_dom; HTH_Psq; Homeobox-like_sf; RNaseH-like_sf; GTF2I-like_rpt_sf; SPIN-DOC_Znf-C2H2; GTF2IRD2	0	-2.01845460353449	-0.26384866756404	-1.21902216243137	-0.0284620504712684	-0.0769070168466188	0.064422	0	0	0	0	0
GTF3A	ENSG00000122034	Znf_C2H2_type; Znf_C2H2_sf	0	0.444124128153566	0.0407465014491972	-0.0819877984607214	0.465153601	0.015500101	1.7789e-11	0	0	0	0	0
GTF3C1	ENSG00000077235	TFIIIC_Bblock-bd; Tfc3_eWH; Tfc3-like	0	-0.320965284142147	0.233098857097469	-0.717317178152986	0.044772924	-0.814201201	1	1	0	0	0	0
GTF3C2	ENSG00000115207	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_CS; WD40_repeat_dom_sf	0	-0.425240060147485	-1.0197606994883	-1.41818927379257	-0.75025649	-0.773642762	0.9944	1	0	0	0	0
GTF3C3	ENSG00000119041	TPR-like_helical_dom_sf; TPR_repeat; Tfc4/TFIIIC-102/Sfc4	0	-0.447148632923251	0.414913079037186	-1.19292192056513	-0.004044686	-1.305440591	6.9686e-07	0	0	0	0	1
GTF3C4	ENSG00000125484	TFIIIC_delta_N; GTF3C4; TFIIIC_Znf; WD40_repeat_dom_sf; DUF5921	0	-0.320965284142147	0.578470194723691	-0.753383967362535	-0.045121784	-0.204052661	0.2592	0	0	0	0	0
GTF3C5	ENSG00000148308	TF_IIIC_su-5_HTH; TF_IIIC_Tfc1/Sfc1; Tfc1/Sfc1_N; TFIIIC_tauA_Sfc1	0	-1.23834400731659	-0.452888864495784	-0.758764858742439	-0.140599695	0.008504701	1.6233e-08	0	0	0	0	0
GTF3C6	ENSG00000155115	TFIIIC_triple_barrel; GTF3C6-like	0	-0.327849919328333	-0.269066501144407	-0.114864978774402	0.054391437	-0.469437075	0.00028269	0	0	0	0	0
