Ensembl ID	Human gene	Mouse gene	Gene description	Protein domains	Contains canonical RBDs	Neuron enrichment (human)	Neuron enrichment (mouse)	Brain enrichment	Neuron developmental enrichment (early)	Neuron developmental enrichment (late)	Protein expression (caudate/cerebral cortex/hippocampus)	pLI	Extreme pLI	High pLI	Medium pLI	Autism susceptibility	Intellectual disability susceptibility
ENSG00000239672	NME1	Nme1	NME/NM23 nucleoside diphosphate kinase 1	Nucleoside_diP_kinase; Nucleoside_diP_kinase_AS; NDK-like_dom; NDK-like_dom_sf;	0	1.038881672	1.771206403	0.595628613	0.489610739	-0.421642578	Medium, Medium, Medium	0.0031764	0	0	0	0	0
ENSG00000145220	LYAR	Lyar	Ly1 antibody reactive homolog (mouse)	Znf_C2H2_LYAR; Znf_C2H2_sf; LYAR; Znf-ACC	0	-0.573397938	-0.155790648	-1.197603648	-0.187427714	-0.71072953	Not detected, Not detected, Not detected	3.76e-07	0	0	0	0	0
ENSG00000185736	ADARB2	Adarb2	adenosine deaminase, RNA-specific, B2	A_deamin; dsRBD_dom	1	1.213123024	2.73620849	2.749595489	0.109886728	1.530369179	NA	0.85603	0	0	1	0	0
ENSG00000105202	FBL	Fbl	fibrillarin	Fibrillarin; Fibrillarin_CS; SAM-dependent_MTases;	0	-0.264044663	0.328004254	-1.687606321	-0.090887549	-0.797803668	Low, Low, Medium	0.99319	1	0	0	0	0
ENSG00000005007	UPF1	Upf1	UPF1 regulator of nonsense transcripts homolog (yeast)	Helicase/UvrB_N; RNA-helicase_UPF1_UPF2-interct; P-loop_NTPase; DUF5599; DNA2/NAM7_AAA_11; DNA2/NAM7-like_AAA	0	-0.527887818	-0.133528288	-1.279387458	0.029825344	-0.295151665	Medium, Medium, Medium	1	1	0	0	0	1
ENSG00000113742	CPEB4	Cpeb4	cytoplasmic polyadenylation element binding protein 4	RRM_dom; Nucleotide-bd_a/b_plait_sf; CEBP_ZZ; CPEB; RBD_domain_sf; CEBP_ZZ_sf	1	-0.362569645	-0.955963711	0.12411627	-0.024429481	1.0417292	NA	0.98555	0	1	0	1	0
ENSG00000100320	RBFOX2	Rbfox2	RNA binding protein, fox-1 homolog (C. elegans) 2	RRM_dom; Nucleotide-bd_a/b_plait_sf; RNA-bd_Fox-1; Fox-1_C_dom; FOX1_RRM; RBD_domain_sf	1	1.457671576	0.496309644	-0.590214084	-0.000426142	1.151212215	High, High, High	0.99902	1	0	0	0	0
ENSG00000115946	PNO1	Pno1	partner of NOB1 homolog (S. cerevisiae)	KH_dom; KH_dom_type_1_sf; PNO1-like	0	0.543001594	0.203309349	-0.830929451	0.730342779	-0.287661006	NA	0.22652	0	0	0	0	0
ENSG00000265241	RBM8A	Rbm8a	RNA binding motif protein 8A	RRM_dom; RNA-bd_8; Nucleotide-bd_a/b_plait_sf; RRM_RBM8; RBD_domain_sf	1	-0.419998776	-0.218569599	-0.372205603	0.254643893	-0.464579365	High, High, High	0.57268	0	0	1	0	1
ENSG00000256453	DND1	Dnd1	dead end homolog 1 (zebrafish)	RRM_dom; Nucleotide-bd_a/b_plait_sf; DND1_RRM1; RBD_domain_sf	1	-0.604526753	0.370341148	-0.798554224744701	-0.493342181	-0.398033505	NA	0.43615	0	0	0	0	0
ENSG00000165733	BMS1	Bms1	BMS1 homolog, ribosome assembly protein (yeast)	BMS1_TSR1_C; AARP2CN; P-loop_NTPase; G_Bms1/Tsr1_dom; Bms1_N; Bms1/Tsr1	0	0.508002864	-0.504168599	-0.886381053	-0.251384682	1.65e-06	Medium, Medium, Medium	0.0001753	0	0	0	0	0
ENSG00000168438	CDC40	Cdc40	cell division cycle 40 homolog (S. cerevisiae)	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_CS; PRPF17; WD40_repeat_dom_sf	0	0.833571232	0.082451229	-0.668554732	-0.240997403	0.41040819	NA	0.97944	0	1	0	0	1
ENSG00000146453	PNLDC1	Pnldc1	poly(A)-specific ribonuclease (PARN)- like domain containing 1	RNase_CAF1; RNaseH-like_sf; RNaseH_sf; R3H_dom_sf;	0	0.405206139	0.52320023	0.293993146	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	2.12e-14	0	0	0	0	0
ENSG00000130723	PRRC2B	Prrc2b	proline-rich coiled-coil 2B	BAT2_N; PRRC2	0	-0.279989083	0.383663311	-0.794113785	0.051294953	0.607810957	Medium, High, Medium	1	1	0	0	0	0
ENSG00000169800	RBMY1F	NA	RNA binding motif protein, Y-linked, family 1, member F	RRM_dom; RBM1CTR; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf	1	-0.219374705105205	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.29637	0	0	0	0	0
ENSG00000141526	SLC16A3	Slc16a3	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)	MFS; MFS_dom; MCT4; MFS_trans_sf; MCT	0	-0.63917839	-0.303998325	-2.054387331	0.516594245	0.017004992	Low, Medium, Low	0.00029385	0	0	0	0	0
ENSG00000101150	TPD52L2	Tpd52l2	tumor protein D52-like 2	TPD52; 6hp_glycosidase-like_sf	0	-1.010772474	-0.448294682	-0.868928352	0.637294666	0.28016772	Low, Not detected, Low	0.00020188	0	0	0	0	0
ENSG00000075420	FNDC3B	Fndc3b	fibronectin type III domain containing 3B	FN3_dom; Ig-like_fold; FN3_sf	0	-1.188670204	-0.960647988	-2.772234804	0.158373287	-0.384767492	NA	1	1	0	0	0	0
ENSG00000139233	LLPH	Llph	LLP homolog, long-term synaptic facilitation (Aplysia)	LAPS18-like	0	-0.123287113	0.209275158	-0.832251948	0.321713943	-0.294666011	NA	0.34929	0	0	0	0	0
ENSG00000185650	ZFP36L1	Zfp36l1	zinc finger protein 36, C3H type-like 1	Znf_CCCH; Tis11B_N; Znf_CCCH_sf	1	-5.559856661	-4.837697998	-2.674152055	-0.303448273	-2.04511846	Not detected, Not detected, Not detected	0.67406	0	0	1	0	0
ENSG00000185272	RBM11	Rbm11	RNA binding motif protein 11	RRM_dom; Nucleotide-bd_a/b_plait_sf; RBM11_RRM; RBD_domain_sf	1	2.088458992	0.536155967	1.129730622	-0.11538314	0.070752354	NA	2.24e-05	0	0	0	0	0
ENSG00000142207	URB1	Urb1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	ARM-type_fold; Npa1_N; NopRA1_C; URB1	0	-0.160468701	-0.151754822	-0.976817804	0.437199664	0.018542409	High, High, High	1.22e-17	0	0	0	0	0
ENSG00000141076	CIRH1A	NA	cirrhosis, autosomal recessive 1A (cirhin)	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_dom_sf; Quinoprotein_ADH-like_supfam; Apc4_WD40_dom	0	0.432537588	-0.00190286165509761	-0.798554224744701	0.1700548	-0.412574392	High, Medium, High	7.71e-07	0	0	0	0	0
ENSG00000037474	NSUN2	Nsun2	NOP2/Sun RNA methyltransferase family, member 2	MeTrfase_RsmB/NOP2; RCMT; RCMT_NCL1; SAM-dependent_MTases;	0	-0.453498114	0.562483261	-1.51256617	0.362396064	0.078075395	Medium, Medium, Medium	0.00025826	0	0	0	0	1
ENSG00000137547	MRPL15	Mrpl15	mitochondrial ribosomal protein L15	Ribosomal_L15_bac-type; Ribosomal_L18e/L15P; Ribosomal_L15; L18e/L15P_sf	0	0.373763575	0.116854961	-0.29444323	0.517582963	-0.056219988	Low, Not detected, Low	1.6e-06	0	0	0	0	0
ENSG00000125835	SNRPB	Snrpb	small nuclear ribonucleoprotein polypeptides B and B1	LSM_dom_euk/arc; LSM_dom_sf; snRNP-assoc_SmB/SmN	0	-0.146650137	-0.120411967	-2.010910188	0.194432028	-0.848042589	Medium, High, Medium	0.70858	0	0	1	0	1
ENSG00000146963	LUC7L2	Luc7l2	LUC7-like 2 (S. cerevisiae)	Luc7-rel;	0	-0.363511286	-0.466493736	-1.070086307	0.0549386088409786	-0.198750741739042	Medium, Medium, Medium	0.00028277	0	0	0	0	0
ENSG00000259956	RBM15B	Rbm15b	RNA binding motif protein 15B	RRM_dom; SPOC_met; Nucleotide-bd_a/b_plait_sf; SPOC_C; SPOC-like_C_dom_sf; RBM15B_RRM1; RBM15B_RRM2; RBM15B_RRM3; RBD_domain_sf	1	0.147156705	0.781083459	-1.139943173	-0.367896998	0.162314345	Medium, Low, Low	0.99557	1	0	0	0	0
ENSG00000170027	YWHAG	Ywhag	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	14-3-3; 14-3-3_CS; 14-3-3_domain; 14-3-3_dom_sf	0	1.089766643	2.541425392	1.041962171	0.506020752	1.027823192	High, High, High	0.964	0	1	0	1	1
ENSG00000102241	HTATSF1	Htatsf1	HIV-1 Tat specific factor 1	RRM_dom; Nucleotide-bd_a/b_plait_sf; TatSF1-like_RRM1; TatSF1-like; RBD_domain_sf	1	0.458539037	0.578748363	0.378422889	-0.404237767	-0.147893346	High, High, High	0.9974	1	0	0	0	0
ENSG00000133606	MKRN1	Mkrn1	makorin ring finger protein 1	Znf_CCCH; Znf_RING; Znf_RING/FYVE/PHD; Znf_RING_CS; Znf_C3HC4_RING-type; MKRN1_C; Znf_CCCH_sf; Znf-CCCH_4;	1	0.502602299	0.960651189	-0.906564567	-0.071019604	0.720061878	NA	0.99421	1	0	0	0	0
ENSG00000116030	SUMO1	Sumo1	SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	Ubiquitin-like_dom; Rad60/SUMO-like_dom; Ubiquitin-like_domsf	0	1.205412144	0.63462509	-0.194233485	0.180357258	0.01057556	Medium, Medium	0.86128	0	0	1	0	0
ENSG00000163877	SNIP1	Snip1	Smad nuclear interacting protein 1	FHA_dom; SMAD_FHA_dom_sf	0	-0.141902083	-0.096628036	-1.0083462	-0.108195724	0.401687663	Not detected, Not detected, Not detected	0.42167	0	0	0	0	1
ENSG00000117614	SYF2	Syf2	SYF2 homolog, RNA splicing factor (S. cerevisiae)	mRNA_splic_SYF2	0	0.120842384	-0.791255748	-1.146872518	0.27146628	0.34749954	Medium, Medium, Medium	0.0056136	0	0	0	0	0
ENSG00000115875	SRSF7	Srsf7	serine/arginine-rich  splicing factor 7	RRM_dom; Znf_CCHC; Nucleotide-bd_a/b_plait_sf; SRSF7_RRM; RBD_domain_sf; Znf_CCHC_sf	1	-0.219374705105205	0.058328972	-1.224643753	-0.122569122	-0.342628499	Medium, Medium, Medium	0.98203	0	1	0	0	0
ENSG00000162664	ZNF326	Zfp326	zinc finger protein 326	AKAP95; ZF_C2H2_AKAP95	0	-0.646985928	-0.28695776	-0.504197483	0.003377605	-0.236079527	Low, Medium, Medium	0.90182	0	1	0	0	0
ENSG00000178252	WDR6	Wdr6	WD repeat domain 6	WD40_repeat; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom; WD40_repeat_dom_sf; ; Gal_Oxase/kelch_b-propeller; Quino_amine_DH_bsu	0	-1.019793201	0.997938394	-1.404481447	-0.276369238	0.093523105	Medium, Medium, Medium	2.14e-09	0	0	0	0	0
ENSG00000247596	TWF2	Twf2	twinfilin, actin-binding protein, homolog 2 (Drosophila)	ADF-H; Twinfilin; ADF-H/Gelsolin-like_dom_sf;	0	-0.219374705105205	0.356068886	-1.101393483	0.718022329	0.411536197	Not detected, Not detected, Not detected	0.98055	0	1	0	0	0
ENSG00000130254	SAFB2	Safb2	scaffold attachment factor B2	RRM_dom; SAP_dom; Nucleotide-bd_a/b_plait_sf; SAFB2; RBD_domain_sf; SAP_dom_sf;	1	-0.246504916	-0.161014228	-0.368464783	-0.361577051	-0.394218639	High, High, Medium	0.99979	1	0	0	0	0
ENSG00000144713	RPL32	NA	ribosomal protein L32	Ribosomal_L32e; Ribosomal_L32e_CS; Ribosomal_L32e_sf	0	0.521389152	-0.00190286165509761	-1.240028343	0.168131845	-0.005604538	Low, High, Medium	0.79962	0	0	1	0	0
ENSG00000123908	EIF2C2	NA	eukaryotic translation initiation factor 2C, 2	PAZ_dom; Piwi; RNaseH-like_sf; ArgoL1; AGO2; ArgoL2; Argonaute_Mid_dom; Argonaute_N; PAZ_dom_sf; RNaseH_sf;	1	-0.219374705105205	-0.00190286165509761	-0.798554224744701	0.439698711	-0.288244201	High, High, High	0.480746042349629	0	0	0	0	0
ENSG00000088205	DDX18	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; DUF4217; P-loop_NTPase	1	-0.511046785	-0.394347215	-1.401780494	0.082686838	0.026873112	Medium, Medium, Medium	0.13804	0	0	0	0	0
ENSG00000132541	HRSP12	NA	heat-responsive protein 12	RidA; YjgF/YER057c/UK114; RidA_CS; RutC-like_sf;	0	-0.615382361	-0.00190286165509761	-0.798554224744701	-0.514032286	-0.941289843	Low, Low, Not detected	0.067892	0	0	0	0	0
ENSG00000079246	XRCC5	Xrcc5	X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break  rejoining)	VWF_A; Ku_C; Ku_N; Ku70/Ku80_beta-barrel_dom; Ku_PK_bind; SPOC-like_C_dom_sf; Ku80; vWFA_dom_sf; Ku_C_sf	0	-0.259622775	-0.097611202	-1.423599477	0.019825488	-0.378028034	Medium, High, Medium	0.99999	1	0	0	0	0
ENSG00000131732	ZCCHC9	Zcchc9	zinc finger, CCHC domain containing 9	Znf_CCHC; Znf_CCHC_sf; ZCCHC9	1	0.389897735	-0.591352003	-1.10989646	0.289220462	-0.97333535	Low, Low, Low	0.0011065	0	0	0	0	0
ENSG00000112232	KHDRBS2	Khdrbs2	KH domain containing, RNA binding, signal transduction associated 2	KH_dom; KH_dom_type_1; Sam68-YY; Qua1_dom; KH_dom_type_1_sf	1	4.139045221	1.782941771	1.56050691	-0.857318486	-0.839279041	Medium, High, High	0.038537	0	0	0	1	0
ENSG00000162231	NXF1	Nxf1	nuclear RNA export factor 1	Leu-rich_rpt; Nucleotide-bd_a/b_plait_sf; Tap_RNA-bd; NXF_fam; LRR_dom_sf; RBD_domain_sf; NTF2; TAP_C_dom; UBA-like_sf; Nuclear_transport_factor_2_euk; NTF2-like_dom_sf;	0	-0.347978542	-0.437645597	-1.723321908	0.108972009	0.044028727	Medium, High, High	0.9763	0	1	0	1	0
ENSG00000215301	DDX3X	Ddx3x	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked	RNA-helicase_DEAD-box_CS; Helicase_C; DEAD/DEAH_box_helicase_dom; Helicase_ATP-bd; RNA_helicase_DEAD_Q_motif; P-loop_NTPase;	1	-0.410551476	-0.262733087	-1.737012101	-0.363910281	-0.322511752	Medium, High, Medium	0.99986	1	0	0	1	1
ENSG00000120800	UTP20	Utp20	UTP20, small subunit (SSU) processome component, homolog (yeast)	DRIM; ARM-type_fold	0	-1.579470227	0.087708975	-1.225295208	-0.099166513	-0.939021345	NA	3e-15	0	0	0	0	0
ENSG00000136270	TBRG4	Tbrg4	transforming growth factor beta regulator 4	FAST_Leu-rich; FAST_2; RAP	0	-0.607546351	0.131101744	-1.330069731	-0.136941314	-0.619162994	Not detected, Low, Low	1.23e-06	0	0	0	0	0
ENSG00000138668	HNRNPD	Hnrnpd	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	RRM_dom; Nucleotide-bd_a/b_plait_sf; CARG-binding_factor_N; RBD_domain_sf;	1	-0.695081033	0.579844747	-1.31415818	-0.12412146	-0.658063033	High, High, High	0.99621	1	0	0	1	1
ENSG00000106263	EIF3B	Eif3b	eukaryotic translation initiation factor 3, subunit B	EIF3B; TIF_beta_prop-like; WD40/YVTN_repeat-like_dom_sf; WD40_repeat_dom_sf; RRM_dom; Nucleotide-bd_a/b_plait_sf; eIF3B_RRM; RBD_domain_sf	1	-0.395012917	-0.048516741	-1.672888474	0.160921203	-0.383886924	Low, Medium, Low	1	1	0	0	0	0
ENSG00000107833	NPM3	Npm3	nucleophosmin/nucleoplasmin 3	Nucleoplasmin; Nucleoplasmin_core_dom; Nucleoplasmin_core_dom_sf	0	0.125146704	-0.372665343	-1.2435983	-0.469220266	-0.941404982	High, High, High	0.069498	0	0	0	0	0
ENSG00000100028	SNRPD3	Snrpd3	small nuclear ribonucleoprotein D3 polypeptide 18kDa	LSM_dom_euk/arc; LSM_dom_sf; LSm4/Sm_D1/D3; SmD3	0	-0.906492587	0.250035309	-1.078428484	0.340237223	-0.66281523	High, Medium, Medium	0.85838	0	0	1	0	0
ENSG00000067248	DHX29	Dhx29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	Helicase_C; DNA/RNA_helicase_DEAH_CS; Helicase-assoc_dom; DEAD/DEAH_box_helicase_dom; DUF1605; Helicase_ATP-bd; P-loop_NTPase; DHX29	1	-0.219374705105205	-0.094793823	-1.398821101	0.002641064	0.085167335	High, High, High	3.77e-09	0	0	0	0	0
ENSG00000187772	LIN28B	Lin28b	lin-28 homolog B (C. elegans)	Znf_CCHC; CSP_DNA-bd; CSD; NA-bd_OB-fold; Znf_CCHC_sf	1	2.579343582	2.600808764	0.132185271	-0.704715258	-1.073690442	Not detected, Not detected, Not detected	0.55513	0	0	1	0	0
ENSG00000167264	DUS2L	NA	dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)	Aldolase_TIM; tRNA_hU_synthase; tRNA_hU_synthase_CS; DUS-like_FMN-bd; dsRBD_dom	1	-0.219374705105205	-0.00190286165509761	-0.798554224744701	0.290216054	0.133045399	Not detected, Low, Not detected	0.480746042349629	0	0	0	0	0
ENSG00000184220	CMSS1	Cmss1	cms1 ribosomal small subunit homolog (yeast)	P-loop_NTPase; Cms1;	0	0.676196974	-0.317580357	0.032777738	0.588753704	-0.884603131	Medium, Medium, Medium	0.0011173	0	0	0	0	0
ENSG00000124614	RPS10	Rps10	ribosomal protein S10	S10_plectin_N; WH-like_DNA-bd_sf; Rps10	0	0.618066618	0.167861712	-1.370420515	0.202361434	-0.104577032	Medium, Medium, Medium	0.97108	0	1	0	0	0
ENSG00000096384	HSP90AB1	Hsp90ab1	heat shock protein 90kDa alpha (cytosolic), class B member 1	Hsp90_fam; HATPase_C; Heat_shock_protein_90_CS; Ribosomal_S5_D2-typ_fold; Hsp90_N; HATPase_C_sf; HSP90_C	0	1.001880383	1.007167146	-0.423641514	0.543223838	-0.233945022	Medium, Medium, Medium	0.99923	1	0	0	0	0
ENSG00000170627	GTSF1	Gtsf1	gametocyte specific factor 1	GTSF1_vertebrate; TRM13/UPF0224_CHHC_Znf_dom; Znf_C2H2_sf	0	-1.060290844	0.238210212	0.015713327	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.022144	0	0	0	0	0
ENSG00000239713	APOBEC3G	NA	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	CMP_dCMP_dom; APOBEC/CMP_deaminase_Zn-bd; Cytidine_deaminase-like; APOBEC3G	0	-1.819376167	-0.00190286165509761	-1.629477369	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	5.67e-21	0	0	0	0	0
ENSG00000144381	HSPD1	Hspd1	heat shock 60kDa protein 1 (chaperonin)	Chaprnin_Cpn60; Cpn60/TCP-1; Chaperonin_Cpn60_CS; GroEL-like_apical_dom_sf; TCP-1-like_intermed_sf; GROEL-like_equatorial_sf; ; Chaperone_TCP-1	0	0.246461934	0.824680031	-0.334852294	0.330762993	-0.898877838	Low, Low, Low	0.99257	1	0	0	0	1
ENSG00000142541	RPL13A	Rpl13a	ribosomal protein L13a	Ribosomal_L13_euk/arc; Ribosomal_L13; Ribosomal_L13_CS; Ribosomal_L13_sf;	0	0.118585316	0.005494622	-1.899216859	0.136042304	-0.004740787	High, Medium, High	0.83336	0	0	1	0	0
ENSG00000183431	SF3A3	Sf3a3	splicing factor 3a, subunit 3, 60kDa	Matrin/U1-C_Znf_C2H2; SF3a60_bindingd; DUF3449; SF3A3_dom; SF3A3	0	-0.219374705105205	0.264777899	-1.216040671	-0.107776808	-0.26008071	High, High, High	1	1	0	0	0	0
ENSG00000169710	FASN	Fasn	fatty acid synthase	Thioesterase; Ac_transferase_dom_sf; Ppantetheine_attach_site; PP-bd_ACP; GroES-like_sf; ADH_C; Methyltransf_12; PKS_KR; Ketoacyl_synth_N; Ketoacyl_synth_C; Acyl_transferase; Acyl_Trfase/lysoPLipase; Malonyl_transacylase_ACP-bd; Thiolase-like; Ketoacyl_synth_AS; PKS_acyl_transferase; PKS_PP-bd; PKS_dehydratase; PKS_Beta-ketoAc_synthase_dom; PKS_ER; Fatty_acid_synthase_dom_2; AB_hydrolase; SAM-dependent_MTases; KAsynt_C_assoc; NAD(P)-bd_dom_sf; ACP-like_sf; PKS_dehydratase_sf;	0	-0.790846424	-0.44310816	0.038949954	-0.288411715	-0.073554813	Not detected, Not detected, Not detected	1	1	0	0	0	1
ENSG00000125970	RALY	Raly	RNA binding protein, autoantigenic (hnRNP-associated  with lethal yellow homolog (mouse))	RRM_dom; Nucleotide-bd_a/b_plait_sf; hnRNP_C; RALY_RRM; RBD_domain_sf	1	-1.617951378	-0.46466601	-1.227528518	0.161385684	-0.176547022	High, High, Medium	0.13796	0	0	0	0	0
ENSG00000173575	CHD2	Chd2	chromodomain helicase DNA binding protein 2	SNF2_N; Chromo/chromo_shadow_dom; Helicase_C; Helicase_ATP-bd; Chromo-like_dom_sf; Chromodomain_CS; Chromo_domain; DUF4208; P-loop_NTPase; SNF2-like_sf; CDH1_2_SANT_HL1;	0	-0.339099628	-0.665675799	-1.093629133	-0.064149516	0.237210653	Medium, High, High	1	1	0	0	1	1
ENSG00000129317	PUS7L	Pus7l	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	PsdUridine_synth_TruD; PsdUridine_synth_TruD_insert; PsdUridine_synth_cat_dom_sf; TruD_catalytic;	0	0.73769657	-0.023255092	-0.242000825	0.53550932	1.080977804	Low, Medium, Low	2.59e-06	0	0	0	0	0
ENSG00000145912	NHP2	Nhp2	NHP2 ribonucleoprotein homolog (yeast)	H/ACA_rnp_Nhp2_euk; Ribosomal_L7Ae/L30e/S12e/Gad45; Ribosomal_L7Ae/L8/Nhp2; L30e-like	0	0.366018446	0.895590063	-0.317556349	0.292127746	-0.39112504	Medium, Medium, Medium	0.05011	0	0	0	0	1
ENSG00000156697	UTP14A	Utp14a	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	SSU_processome_Utp14	0	0.518171213	0.074014327	-1.168661985	0.203577862	-0.128345126	Not detected, Low, Low	0.99983	1	0	0	0	1
ENSG00000130956	HABP4	Habp4	hyaluronan binding protein 4	HABP4_PAIRBP1-bd; IHABP4_N; HABP4/SERBP1	0	0.427484784	1.785859957	1.699243784	0.109288988	-0.332702439	Medium, High, Low	0.0062064	0	0	0	0	0
ENSG00000100764	PSMC1	Psmc1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	AAA+_ATPase; ATPase_AAA_core; ATPase_AAA_CS; 26S_Psome_P45-like; P-loop_NTPase; Prot_ATP_ID_OB; 26S_subunit_4; AAA_lid_3	0	-0.384065507	0.884515724	-1.187022938	0.340620943	-0.052349271	High, High, Medium	0.99945	1	0	0	0	0
ENSG00000205916	DAZ4	NA	deleted in azoospermia 4	RRM_dom; Nucleotide-bd_a/b_plait_sf; DAZ1-4; RBD_domain_sf; BOULE/DAZ; DAZ_RRM_vert; DAZ_repeat	1	-0.207833769	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.480746042349629	0	0	0	0	0
ENSG00000212643	ZRSR1	NA	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 1	NA	0	-0.219374705105205	-0.00190286165509761	-0.039842376	0.0549386088409786	-0.198750741739042	NA	0.00016735	0	0	0	0	0
ENSG00000146701	MDH2	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	Lactate/malate_DH_N; Malate_DH_AS; L-lactate/malate_DH; Malate_DH_type1; Lactate_DH/Glyco_Ohase_4_C; Lactate/malate_DH_C; NAD(P)-bd_dom_sf	0	0.394241444	1.000251161	-0.745524993	0.531640455	0.19654537	Medium, High, High	0.0066821	0	0	0	0	1
ENSG00000078328	RBFOX1	Rbfox1	RNA binding protein, fox-1 homolog (C. elegans) 1	RRM_dom; Nucleotide-bd_a/b_plait_sf; Fox-1_C_dom; FOX1_RRM; RBD_domain_sf; ; RNA-bd_Fox-1	1	3.988209146	2.77124401	4.552967212	0.307424957	1.24086734	Medium, Medium, Low	0.95263	0	1	0	1	1
ENSG00000182899	RPL35A	Rpl35a	ribosomal protein L35a	Ribosomal_L35A; Transl_B-barrel_sf; Ribosomal_L35Ae_CS; L35A_sf;	0	0.845977052	0.223491549	-1.523474101	0.153071988	0.003132662	NA	0.89535	0	0	1	0	0
ENSG00000242389	RBMY1E	NA	RNA binding motif protein, Y-linked, family 1, member E	RRM_dom; RBM1CTR; Nucleotide-bd_a/b_plait_sf; RBD_domain_sf	1	-0.219374705105205	-0.00190286165509761	0	0.0549386088409786	-0.198750741739042	Not detected, Not detected, Not detected	0.29054	0	0	0	0	0
ENSG00000047315	POLR2B	Polr2b	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	DNA-dir_RNA_pol_su2; DNA-dir_RNAP_su2_dom; RNA_pol_bsu_CS; RNA_pol_Rpb2_7; RNA_pol_Rpb2_2; RNA_pol_bsu_protrusion; RNA_pol_Rpb2_3; RNA_pol_Rpb2_4; RNA_pol_Rpb2_5; RNA_pol_RPB2_OB-fold; DNA-dir_RNAP_su2_hyb_sf; RNA_pol_Rpb2_2_sf	0	-0.25611853	-0.204841069	-1.40978198	-0.027118957	-0.009112664	Medium, Medium, Low	0.52372	0	0	1	0	0
ENSG00000125977	EIF2S2	Eif2s2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	Transl_init_fac_IF2/IF5; Transl_init_fac_IF2/IF5_N; Transl_init_fac_IF2/IF5_Zn-bd	0	-0.500104423	0.173258605	-0.871661227	0.228973084	-0.273462493	Medium, Medium, Medium	0.95327	0	1	0	0	0
ENSG00000204574	ABCF1	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	ABC_transporter-like; AAA+_ATPase; ABC_transporter_CS; P-loop_NTPase;	0	-0.248168148	0.180090178	-1.512294917	-0.066888761	-0.52529659	Low, Medium, Medium	1.28e-09	0	0	0	0	0
ENSG00000134744	ZCCHC11	NA	zinc finger, CCHC domain containing 11	Znf_CCHC; PAP_assoc; Znf_CCHC_sf; NT_sf	1	-0.597927038	-0.00190286165509761	-1.101142881	-0.335331081	0.375413554	Low, Low, Low	1	1	0	0	0	0
ENSG00000137876	RSL24D1	Rsl24d1	ribosomal L24 domain containing 1	Ribosomal_L24e-rel; TRASH_dom; Ribosomal_L24e; Ribosomal_L24e_CS; L24e/L24_sf	0	0.936486126	0.522429576	-0.70470778	0.138046912	0.062171227	Medium, Medium, Medium	0.87838	0	0	1	0	0
ENSG00000030582	GRN	Grn	granulin	Granulin; Granulin_sf; Granulin_fam;	0	-1.962200081	-1.184795161	-2.555255781	0.01291893	-0.142008054	NA	0.069666	0	0	0	0	1
ENSG00000119711	ALDH6A1	Aldh6a1	aldehyde dehydrogenase 6 family, member A1	MeMal-semiAld_DH; Aldehyde_DH_dom; Ald_DH_CS_CYS; Ald_DH/histidinol_DH; Ald_DH_N; Ald_DH_C	0	-1.698487053	-1.603200177	1.335523023	-1.134043278	-1.468298039	Not detected, Not detected, Not detected	7.56e-10	0	0	0	0	0
